part_no,cost_type,purchase_type,material_type,process,customer
JL-0005,직구입,FELT 외,FELT 외,FELT 외,동국실업
JL-0002,직구입,FELT 외,FELT 외,조립,모트렉스
CD,직구입,FELT 외,FELT 외,조립,LG전자
CD,직구입,FELT 외,FELT 외,조립,LG전자
CD-CUV,직구입,FELT 외,FELT 외,조립,LG전자
CD-CUV,직구입,FELT 외,FELT 외,조립,LG전자
CD-PE,직구입,FELT 외,FELT 외,조립,LG전자
공용,직구입,FELT 외,FELT 외,조립,LG전자
공용,직구입,FELT 외,FELT 외,조립,LG전자
MHK67923101,직구입,FELT 외,FELT 외,조립,LG
MHK67923102,직구입,FELT 외,FELT 외,조립,LG
MHK67923103,직구입,FELT 외,FELT 외,조립,LG
MHK67923104,직구입,FELT 외,FELT 외,조립,LG
MHK67566101,직구입,FELT 외,FELT 외,조립,LG전자
MHK67566102,직구입,FELT 외,FELT 외,조립,LG전자
MHK67566103,직구입,FELT 외,FELT 외,조립,LG전자
MHK67566104,직구입,FELT 외,FELT 외,조립,LG전자
MCQ69784501,직구입,FELT 외,FELT 외,조립,LG
MCQ69784601,직구입,FELT 외,FELT 외,조립,LG
MHK66289801,직구입,FELT 외,FELT 외,조립,LG
MHK66289802,직구입,FELT 외,FELT 외,조립,LG
MHK66289803,직구입,FELT 외,FELT 외,조립,LG
MHK66289804,직구입,FELT 외,FELT 외,조립,LG
MHK66289805,직구입,FELT 외,FELT 외,조립,LG
MHK66289806,직구입,FELT 외,FELT 외,조립,LG
MHK66289807,직구입,FELT 외,FELT 외,조립,LG
MCQ69645201,직구입,FELT 외,FELT 외,조립,LG전자
MCQ69645301,직구입,FELT 외,FELT 외,조립,LG전자
MHK66530401,직구입,FELT 외,FELT 외,조립,LG전자
MHK65846312,직구입,FELT 외,FELT 외,조립,LG전자
MHK65846301,직구입,FELT 외,FELT 외,조립,LG전자
MHK67356001,직구입,FELT 외,FELT 외,조립,LG전자
MHK67356002,직구입,FELT 외,FELT 외,조립,LG전자
MHK67356003,직구입,FELT 외,FELT 외,조립,LG전자
MHK30071803,직구입,FELT 외,FELT 외,조립,모트렉스
MHK30071804,직구입,FELT 외,FELT 외,조립,모트렉스
MHK65846305,직구입,FELT 외,FELT 외,조립,LG전자
MHK65846311,직구입,FELT 외,FELT 외,조립,LG전자
MHK67147301,직구입,FELT 외,FELT 외,조립,모트렉스
MHK67147302,직구입,FELT 외,FELT 외,FELT 외,LG전자
MHK67147303,직구입,FELT 외,FELT 외,FELT 외,LG전자
MHK67147304,직구입,FELT 외,FELT 외,조립,모트렉스
161.4MM*313.4MM,직구입,FELT 외,FELT 외,조립,공용
MHK65085205,직구입,FELT 외,FELT 외,조립,LG전자
MDS67274802,직구입,FELT 외,FELT 외,조립,LG전자
MHK67851501,직구입,FELT 외,FELT 외,조립,LG전자
MHK67851601,직구입,FELT 외,FELT 외,조립,LG전자
MHK67851701,직구입,FELT 외,FELT 외,조립,LG전자
MHK67851301,직구입,FELT 외,FELT 외,조립,LG전자
MLD32011501,직구입,FELT 외,FELT 외,조립,LG전자
MHK66227501,직구입,FELT 외,FELT 외,조립,LG전자
MHK66227502,직구입,FELT 외,FELT 외,조립,LG전자
MHK66227503,직구입,FELT 외,FELT 외,조립,LG전자
MLD32013001,직구입,FELT 외,FELT 외,조립,공용
04231-00035-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00152-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00153-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00044-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00045-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00036-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00037-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00038-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00138-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00139-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00140-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00141-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00142-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00061-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00062-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00063-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00064-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00065-2,직구입,FELT 외,FELT 외,조립,모트렉스
MCR67566601,외주가공,도장,도장,도장,모트렉스
03311-00006-2,직구입,FELT 외,FELT 외,조립,모트렉스
02621-00158-2,외주가공,후가공품,후가공품,후가공품,모트렉스
02621-00159-2,외주가공,후가공품,후가공품,후가공품,모트렉스
02621-00186-2,외주가공,후가공품,후가공품,후가공품,모트렉스
IK CKD,직구입,포장,포장,공통,공용
IK CKD,직구입,포장,포장,공통,공용
IK CKD,직구입,포장,포장,공통,공용
폴란드 CKD,직구입,포장,포장,공통,공용
폴란드 CKD,직구입,포장,포장,공통,공용
폴란드 CKD,직구입,포장,포장,공통,공용
DB경화제(BTX-FREE),직구입,PAINT,도장,도장,LG전자
"DR-214 (SW) 4X(BC3-CAR,CKD)",직구입,PAINT,도장,도장,LG전자
DR-247 ASB (JA-CAR),직구입,PAINT,도장,도장,LG전자
DR-253 B/N BLACK(FD:고광택),직구입,PAINT,도장,도장,LG전자
DR-253 B/N BLACK(JS),직구입,PAINT,도장,도장,LG전자
T-725 (침식방지용),직구입,PAINT,도장,도장,LG전자
MHK67906401,직구입,FELT 외,FELT 외,조립,LG전자
MR-Y46-1,직구입,PAINT,도장,도장,공용
MR-Y35-1,직구입,PAINT,도장,도장,공용
A440 9001,직구입,RESIN,사출,사출,동국실업
84747-2L000,직구입,CLIP,CLIP,조립,공용
MBS64825801,직구입,FELT 외,FELT 외,조립,LG전자
MGJ66382201,직구입,FELT 외,FELT 외,조립,LG전자
MBS64906301,직구입,FELT 외,FELT 외,조립,LG전자
MGJ66821701,직구입,FELT 외,FELT 외,조립,LG전자
MBS65052701,직구입,FELT 외,FELT 외,조립,LG전자
TDS SP9636,직구입,RESIN,RESIN,사출,공용
FVLBH1843-00,직구입,FELT 외,FELT 외,조립,동아전기부품
FVLCH1843-00,직구입,FELT 외,FELT 외,조립,동아전기부품
FVLAH1842-00,직구입,FELT 외,FELT 외,조립,동아전기부품
1243103101,직구입,FELT 외,FELT 외,조립,동국실업
84654G6100,직구입,FELT 외,FELT 외,조립,동국실업
84654G6200,직구입,FELT 외,FELT 외,조립,동국실업
84654G6700,직구입,FELT 외,FELT 외,조립,동국실업
84654G6800,직구입,FELT 외,조립,조립,동국실업
84656G6000,직구입,FELT 외,FELT 외,조립,동국실업
84656H8800,직구입,FELT 외,FELT 외,조립,동국실업
848393W000,직구입,FELT 외,FELT 외,조립,동국실업
93310G6000,직구입,FELT 외,FELT 외,조립,동국실업
93310G6010,직구입,FELT 외,FELT 외,조립,동국실업
93310G6900,직구입,FELT 외,FELT 외,조립,동국실업
93310G6910,직구입,FELT 외,FELT 외,조립,동국실업
93310G6160,직구입,FELT 외,FELT 외,조립,동국실업
93310G6170,직구입,FELT 외,FELT 외,조립,동국실업
93310G6180,직구입,FELT 외,FELT 외,조립,동국실업
93310G6200,직구입,FELT 외,FELT 외,조립,동국실업
93310G6210,직구입,FELT 외,FELT 외,조립,동국실업
93310G6830,직구입,FELT 외,FELT 외,조립,동국실업
ABS XR490-9001 BK,직구입,RESIN,사출,사출,동국실업
MP220 NP,직구입,RESIN,사출,사출,LG전자
GP1000M KPA1,직구입,RESIN,사출,사출,LG전자
GP1000ML KPA1,직구입,RESIN,사출,사출,LG전자
NS5000C KA02,직구입,RESIN,사출,사출,LG전자
NS5000CR KA02,직구입,RESIN,사출,사출,LG전자
NS5000CRT KA02,직구입,RESIN,사출,사출,LG전자
PC 3022U 3432AC,직구입,RESIN,사출,사출,LG전자
PC 3022U LH75 MILKY,직구입,RESIN,사출,사출,LG전자
PC SO1-3025LD SM_3438DP,직구입,RESIN,사출,사출,LG전자
TRIREX 3025U BK_3439D,직구입,RESIN,사출,사출,LG전자
03041-00272-2,직구입,도금,조립,조립,모트렉스
03041-00280-2,직구입,도금,조립,조립,모트렉스
IH830C ID195,직구입,RESIN,사출,사출,동아전기부품
847473-Y000,직구입,CLIP,사출,조립,공용
FAB34180701,직구입,FELT 외,조립,조립,LG
MBL68671501,직구입,FELT 외,후가공품,후가공품,LG전자
MBL66497301,직구입,FELT 외,후가공품,후가공품,LG전자
03222-00001-2,직구입,FELT 외,후가공품,후가공품,모트렉스
EBL7IBBZHRC1,직구입,도장,도장,도장,동아전기부품
EBL7OAZZHRC1,직구입,도장,도장,도장,동아전기부품
ZBL7SADZOAA1,외주가공,도장,도장,도장,동아전기부품
ZCNXBTSTODB1,외주가공,도장,도장,도장,동아전기부품
540*380*220,직구입,포장,포장,공통,공용
525*325*190,직구입,포장,포장,공통,공용
525*325*190,직구입,포장,포장,공통,공용
525*365,직구입,포장,포장,공통,공용
525*365*197,직구입,포장,포장,공통,공용
525*365*197,직구입,포장,포장,공통,공용
550*400*300,직구입,포장,포장,공통,공용
535*435,직구입,포장,포장,공통,공용
790*510*178,직구입,포장,포장,공통,공용
775*494*150,직구입,포장,포장,공통,공용
775*494*150,직구입,포장,포장,공통,공용
540*360*220,직구입,포장,포장,공통,공용
525*345*190,직구입,포장,포장,공통,공용
525*330,직구입,포장,포장,공통,공용
04231-00118-2,직구입,FELT 외,조립,조립,모트렉스
04231-00046-2,직구입,FELT 외,조립,조립,모트렉스
JA,직구입,FELT 외,FELT 외,조립,LG전자
PC 141R 112,직구입,RESIN,사출,사출,LG
A/T#570(TX-F) THINNER(MILD),직구입,PAINT,도장,도장,공용
A/T#570(TX-F) 지건희석제,직구입,PAINT,도장,도장,공용
A/T#811(TX-F) THINNER,직구입,PAINT,도장,도장,공용
RESOTHANE-HT#200(TX-F) TRY,직구입,PAINT,도장,도장,공용
RESOTHANE-HT#300(TX-F) 4X,직구입,PAINT,도장,도장,공용
RESOTHANE-SPZ#800(TX-F) P/B(G10,직구입,PAINT,도장,도장,공용
SPT19-K0068 NO.27913 THINNER [15Kg],직구입,PAINT,PANIN,도장,LG
H-300-50 K1 [4Kg],직구입,PAINT,PANIN,도장,LG
NW79-K19-30640 BLACK,직구입,PAINT,도장,도장,공용
NW79-K30658-K1 [16Kg],직구입,PAINT,PANIN,도장,LG
PC TP1020 W0439,직구입,RESIN,사출,사출,동아전기부품
PC ABS HAC-8270 C09103,직구입,RESIN,사출,사출,LG전자
PA6 GF30 1533GFU BK02,직구입,RESIN,RESIN,사출,공용
CELCON F20-03 NAT,직구입,RESIN,RESIN,사출,공용
MBG66662501,외주가공,도금,후가공품,후가공품,LG전자
MBG66662701,외주가공,도금,후가공품,후가공품,LG전자
MBG66663101,외주가공,도금,후가공품,후가공품,LG전자
MBG66663501,외주가공,도금,후가공품,후가공품,LG전자
MBG66583201,외주가공,도금,후가공품,후가공품,LG전자
MBG66583301,외주가공,도금,후가공품,후가공품,LG전자
MBG66583501,외주가공,도금,후가공품,후가공품,LG전자
MBG67988401,외주가공,도금,후가공품,후가공품,LG전자
MBG66583801,외주가공,도금,후가공품,후가공품,LG전자
MBG66583901,외주가공,도금,후가공품,후가공품,LG전자
MBG66584101,외주가공,도금,후가공품,후가공품,LG전자
MBG66583601,외주가공,도금,후가공품,후가공품,LG전자
MBG66583701,외주가공,도금,후가공품,후가공품,LG전자
MEY65455601,외주가공,도금,후가공품,후가공품,LG전자
RC61Z035A,직구입,사출,조립,조립,모트렉스
MCR68227101,외주가공,도장,도장,도장,LG전자
MCR68227102,외주가공,도장,도장,도장,LG전자
MEY65274401,외주가공,도장,도장,도장,LG전자
MGC66161802,외주가공,후가공품,후가공품,후가공품,LG전자
MGC66182102,외주가공,후가공품,후가공품,후가공품,LG전자
MCR68187901,외주가공,도장,도장,도장,LG전자
MGC66380702,외주가공,후가공품,후가공품,후가공품,LG전자
MBG67864901,외주가공,증착,후가공품,후가공품,LG전자
MBG67865001,외주가공,증착,후가공품,후가공품,LG전자
MBG67865101,외주가공,증착,후가공품,후가공품,LG전자
MBG67865201,외주가공,증착,후가공품,후가공품,LG전자
MBG67865801,외주가공,증착,후가공품,후가공품,LG전자
MBG67865901,외주가공,증착,후가공품,후가공품,LG전자
MBG67866001,외주가공,증착,후가공품,후가공품,LG전자
MBG67866101,외주가공,증착,후가공품,후가공품,LG전자
MCR68449501,외주가공,증착,후가공품,후가공품,LG전자
MCR68449502,외주가공,도장,도장,도장,LG
MEY65470401,외주가공,후가공품,후가공품,후가공품,LG전자
MEY65470501,외주가공,후가공품,후가공품,후가공품,LG전자
MGC66039001,외주가공,증착,후가공품,후가공품,LG전자
MEY65194101,외주가공,증착,후가공품,후가공품,LG전자
MCR68453701,외주가공,후가공품,후가공품,후가공품,LG전자
MGC65039901,외주가공,후가공품,후가공품,후가공품,LG전자
MCR67067101,외주가공,증착,후가공품,후가공품,LG전자
MGC65039901-1,외주가공,후가공품,후가공품,후가공품,LG전자
MGC64959501-1,외주가공,후가공품,후가공품,후가공품,LG전자
MCR68398301,외주가공,증착,후가공품,후가공품,LG전자
03311-00009-2,외주가공,증착,후가공품,후가공품,모트렉스
03311-00010-2,외주가공,증착,후가공품,후가공품,모트렉스
03041-00274-2,외주가공,증착,후가공품,후가공품,모트렉스
03041-00273-2,외주가공,증착,후가공품,후가공품,모트렉스
03041-00281-2,외주가공,증착,후가공품,후가공품,모트렉스
84655H8801,외주가공,도장,도장,도장,동국실업
84655-G6100,외주가공,도장,도장,도장,동국실업
84655-G6200,외주가공,도장,도장,도장,동국실업
84655-G6700,외주가공,도장,도장,도장,동국실업
84651-G6000FHV,외주가공,도장,도장,도장,동국실업
84651-G6900FHV,외주가공,도장,도장,도장,동국실업
84651-G6000CA,외주가공,도장,도장,도장,동국실업
84651-G6900CA,외주가공, 도장 , 도장 , 도장 , 동국실업 
84651-G6000QS1,외주가공,도장,도장,도장,동국실업
84651-G6900QS1,외주가공,도장,도장,도장,동국실업
84651-G6000JAQ,외주가공,도장,도장,도장,동국실업
84651-G6000JAZ,외주가공,도장,도장,도장,동국실업
84651-G6900JAZ,외주가공,도장,도장,도장,동국실업
프라톱 1500 WK G6(BTX/F)_15KG,직구입,PAINT,도장,도장,공용
AUTO PC 1000 BLACK(G10) SH_14KG,직구입,PAINT,도장,도장,공용
AUTO 500 B/K FHV_15KG,직구입,PAINT,PANIN,도장,LG
하이그로시 크리어 FHV(BTX/F)_12KG,직구입,PAINT,도장,도장,공용
하이그로시 경화제 (BTX/F)_6KG,직구입,PAINT,도장,도장,공용
MGC64819301,외주가공,도장,도장,도장,LG전자
02621-00143-2,외주가공,도장,도장,도장,모트렉스
MGC66199601,외주가공,도장,도장,도장,#N/A
MGC66199901,외주가공,도장,도장,도장,LG전자
02621-00129-2,외주가공,도장,도장,도장,LG전자
MGC66427001,외주가공,도장,도장,도장,LG전자
MGC64980001,외주가공,도장,도장,도장,LG전자
MGC66357501,외주가공,도장,도장,도장,LG전자
MGC64979801,외주가공,도장,도장,도장,LG전자
MGC66449501,외주가공,도장,도장,도장,LG전자
MCK71853201,외주가공,도장,도장,도장,LG전자
MCK71853401,외주가공,도장,도장,도장,LG전자
MGC66425201,외주가공,도장,도장,도장,LG전자
MGC66425202,외주가공,도장,도장,도장,LG전자
MGC66434401,외주가공,도장,도장,도장,동아전기부품
1PWB00020008003-3B0,직구입,FELT 외,FELT 외,조립,공용
FAB33478601,직구입,FELT 외,FELT 외,조립,공용
FAB35004501,직구입,FELT 외,FELT 외,조립,공용
T470 - BK,직구입,RESIN,RESIN,사출,공용
ZENITH LT2E,직구입,구리스,구리스,조립,동아전기부품
MHK67922901,직구입,FELT 외,FELT 외,조립,LG전자
MHK67922902,직구입,FELT 외,FELT 외,조립,LG전자
MHK67922903,직구입,FELT 외,FELT 외,조립,LG전자
MHK67922904,직구입,FELT 외,FELT 외,조립,LG전자
MHK67906601,직구입,FELT 외,FELT 외,조립,LG전자
MHK67906602,직구입,FELT 외,FELT 외,조립,LG전자
SPRAY JIG,직구입,사출,사출,도장,공용
MBL68671501,직구입,FELT 외,후가공품,후가공품,LG전자
MBL66497301,직구입,FELT 외,후가공품,후가공품,LG전자
PC 3022L1 I2,직구입,RESIN,사출,사출,공용
JL-0007,직구입,FELT 외,FELT 외,FELT 외,동국실업
JL-0008,직구입,FELT 외,FELT 외,FELT 외,동국실업
JL-0005,직구입,FELT 외,FELT 외,FELT 외,동국실업
JL-0002,직구입,FELT 외,FELT 외,FELT 외,동국실업
CD-CUV,직구입,FELT 외,FELT 외,조립,LG전자
CD-CUV,직구입,FELT 외,FELT 외,조립,LG전자
CD-PE,직구입,FELT 외,FELT 외,조립,LG전자
공용,직구입,FELT 외,FELT 외,조립,LG전자
공용,직구입,FELT 외,FELT 외,조립,LG전자
MHK67923101,직구입,FELT 외,FELT 외,조립,LG
MHK67923102,직구입,FELT 외,FELT 외,조립,LG
MHK67923103,직구입,FELT 외,FELT 외,조립,LG
MHK67923104,직구입,FELT 외,FELT 외,조립,LG
MHK67566101,직구입,FELT 외,FELT 외,조립,LG전자
MHK67566102,직구입,FELT 외,FELT 외,조립,LG전자
MHK67566103,직구입,FELT 외,FELT 외,조립,LG전자
MHK67566104,직구입,FELT 외,FELT 외,조립,LG전자
MCQ69784501,직구입,FELT 외,FELT 외,조립,LG
MCQ69784601,직구입,FELT 외,FELT 외,조립,LG
MHK66289801,직구입,FELT 외,FELT 외,조립,LG
MHK66289802,직구입,FELT 외,FELT 외,조립,LG
MHK66289803,직구입,FELT 외,FELT 외,조립,LG
MHK66289804,직구입,FELT 외,FELT 외,조립,LG
MHK66289805,직구입,FELT 외,FELT 외,조립,LG
MHK66289806,직구입,FELT 외,FELT 외,조립,LG
MHK66289807,직구입,FELT 외,FELT 외,조립,LG
MHK65846312,직구입,FELT 외,FELT 외,조립,LG전자
MHK65846301,직구입,FELT 외,FELT 외,조립,LG전자
MHK67356001,직구입,FELT 외,FELT 외,조립,LG전자
MHK67356002,직구입,FELT 외,FELT 외,조립,LG전자
MHK67356003,직구입,FELT 외,FELT 외,조립,LG전자
MHK30071803,직구입,FELT 외,FELT 외,FELT 외,LG
MHK30071804,직구입,FELT 외,FELT 외,FELT 외,LG
MHK65846303,직구입,FELT 외,FELT 외,조립,공용
MHK65846305,직구입,FELT 외,FELT 외,조립,LG전자
MHK65846311,직구입,FELT 외,FELT 외,조립,LG전자
MHK65085205,직구입,FELT 외,FELT 외,조립,LG전자
MDS67274802,직구입,FELT 외,FELT 외,조립,LG전자
MHK67851501,직구입,FELT 외,FELT 외,조립,LG전자
MHK67851601,직구입,FELT 외,FELT 외,조립,LG전자
MHK67851701,직구입,FELT 외,FELT 외,조립,LG전자
MHK67851301,직구입,FELT 외,FELT 외,조립,LG전자
MHK65846321,직구입,FELT 외,FELT 외,조립,공용
04231-00035-2,직구입,FELT 외,FELT 외,FELT 외,모트렉스
04231-00028-2,직구입,FELT 외,FELT 외,FELT 외,모트렉스
04171-00152-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00153-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00044-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00045-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00036-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00037-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00038-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00138-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00139-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00140-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00141-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00142-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00032-2,직구입,FELT 외,FELT 외,조립,LG전자
MHK67568401,직구입,FELT 외,FELT 외,FELT 외,LG
MEZ67409001,직구입,FELT 외,FELT 외,조립,LG전자
동국실업,직구입,FELT 외,FELT 외,조립,공용
공용 라벨,직구입,FELT 외,FELT 외,조립,LG전자
공용 라벨,직구입,FELT 외,FELT 외,조립,LG전자
MCR67566601,외주가공,도장,도장,도장,모트렉스
02621-00158-2,외주가공,후가공품,후가공품,후가공품,모트렉스
02621-00159-2,외주가공,후가공품,후가공품,후가공품,모트렉스
02621-00186-2,외주가공,후가공품,후가공품,후가공품,모트렉스
폴란드 CKD,직구입,포장,포장,공통,공용
폴란드 CKD,직구입,포장,포장,공통,공용
폴란드 CKD,직구입,포장,포장,공통,공용
DB경화제(BTX-FREE),직구입,PAINT,도장,도장,LG전자
DP-2811 METAL PRIMER(SD1),직구입,PAINT,도장,도장,LG전자
"DR-214 (SW) 4X(BC3-CAR,CKD)",직구입,PAINT,도장,도장,LG전자
"DR-224(H) NNB(USB단자용, SD1) [12kg]",직구입,PAINT,도장,도장,LG전자
DR-247 OFM (BL7-CAR),직구입,PAINT,도장,도장,LG전자
DR-247(N) QC1 (KMC),직구입,PAINT,도장,도장,LG전자
DR-253 B/N BLACK(FD:고광택),직구입,PAINT,도장,도장,LG전자
DR-253 B/N BLACK(JS),직구입,PAINT,도장,도장,LG전자
T-725 (침식방지용),직구입,PAINT,도장,도장,LG전자
UT678(A)-SILVER(MGM),직구입,PAINT,도장,도장,LG전자
MHK67906401,직구입,FELT 외,FELT 외,조립,LG전자
MR-Y46-1,직구입,PAINT,도장,도장,공용
MR-Y35-1,직구입,PAINT,도장,도장,공용
A440 9001,직구입,RESIN,사출,사출,동국실업
PA66+GF30_ULTRAMID_A3WG6_BK20560(BASF),직구입,RESIN,RESIN,사출,공용
84747-2L000,직구입,CLIP,CLIP,조립,공용
MBS64825801,직구입,FELT 외,FELT 외,조립,LG전자
MGJ66382201,직구입,FELT 외,FELT 외,조립,LG전자
MBS64906301,직구입,FELT 외,FELT 외,조립,LG전자
MGJ66821701,직구입,FELT 외,FELT 외,조립,LG전자
MBS65052701,직구입,FELT 외,FELT 외,조립,LG전자
03061-00040-2,직구입,사출,사출,사출,모트렉스
TDS SP9636,직구입,RESIN,RESIN,사출,공용
FVLBH1843-00,직구입,FELT 외,FELT 외,조립,동아전기부품
FVLCH1843-00,직구입,FELT 외,FELT 외,조립,동아전기부품
FVLAH1842-00,직구입,FELT 외,FELT 외,조립,동아전기부품
LYGP1000LU,직구입,RESIN,사출,사출,LG전자
MHK65085201,직구입,FELT 외,FELT 외,조립,공용
MHK65846305,직구입,FELT 외,FELT 외,조립,공용
MHK65846311,직구입,FELT 외,FELT 외,조립,공용
161.4MM*313.4MM,직구입,FELT 외,FELT 외,조립,공용
MHK65085205,직구입,FELT 외,FELT 외,조립,공용
MDS67274802,직구입,FELT 외,FELT 외,조립,공용
MHK67851501,직구입,FELT 외,FELT 외,조립,공용
MHK67851601,직구입,FELT 외,FELT 외,조립,공용
MHK67851701,직구입,FELT 외,FELT 외,조립,공용
MHK67851301,직구입,FELT 외,FELT 외,조립,공용
MLD32011501,직구입,FELT 외,FELT 외,조립,공용
MHK66227502,직구입,FELT 외,FELT 외,조립,공용
MHK66227503,직구입,FELT 외,FELT 외,조립,공용
MHK65846321,직구입,FELT 외,FELT 외,조립,공용
MLD32013001,직구입,FELT 외,FELT 외,조립,공용
MHK67352901,직구입,FELT 외,FELT 외,조립,공용
MHK67352902,직구입,FELT 외,FELT 외,조립,공용
MHK67352903,직구입,FELT 외,FELT 외,조립,공용
MHK67352904,직구입,FELT 외,FELT 외,조립,공용
04171-00152-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00153-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00044-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00045-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00036-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00037-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00038-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00138-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00139-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00140-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00141-2,직구입,FELT 외,FELT 외,조립,모트렉스
04171-00142-2,직구입,FELT 외,FELT 외,조립,모트렉스
04231-00032-2,직구입,FELT 외,FELT 외,조립,모트렉스
04161-00085-2,직구입,FELT 외,FELT 외,조립,모트렉스
04161-00086-2,직구입,FELT 외,FELT 외,조립,모트렉스
04161-00087-2,직구입,FELT 외,FELT 외,조립,모트렉스
04161-00088-2,직구입,FELT 외,FELT 외,조립,모트렉스
04161-00089-2,직구입,FELT 외,FELT 외,조립,모트렉스
비상버튼,직구입,FELT 외,FELT 외,조립,공용
MEZ67409001,직구입,FELT 외,FELT 외,조립,공용
동국실업,직구입,FELT 외,FELT 외,조립,동국실업
공용 라벨,직구입,FELT 외,FELT 외,조립,공용
공용 라벨,직구입,FELT 외,FELT 외,조립,공용
개발팀,직구입,FELT 외,FELT 외,조립,공용
02621-00136-2,외주가공,후가공품,후가공품,후가공품,모트렉스
02621-00158-2,외주가공,후가공품,후가공품,후가공품,모트렉스
02621-00159-2,외주가공,후가공품,후가공품,후가공품,모트렉스
03011-00236-2,외주가공,후가공품,후가공품,후가공품,모트렉스
02621-00186-2,외주가공,후가공품,후가공품,후가공품,모트렉스
03041-00282-2,외주가공,후가공품,후가공품,후가공품,모트렉스
폴란드 CKD,직구입,포장,포장,공통,공용
폴란드 CKD,직구입,포장,포장,공통,공용
폴란드 CKD,직구입,포장,포장,공통,공용
DB경화제(BTX-FREE),직구입,PAINT,도장,도장,LG전자
DB경화제(BTX-FREE)-신소재,직구입,PAINT,도장,도장,LG전자
DR-214 4X(ACE),직구입,PAINT,도장,도장,LG전자
"DR-224(BIO) DSS(SV-CAR,MONITOR PNL용)-신소재",직구입,PAINT,도장,도장,LG전자
"DR-224(H) NNB(USB단자용, SD1) [12kg]",직구입,PAINT,도장,도장,LG전자
DR-224(H) YGN(AX1-CAR) [3.4KG],직구입,PAINT,도장,도장,LG전자
DR-247 ASB (JA-CAR),직구입,PAINT,도장,도장,LG전자
DR-253 B/N BLACK(AK3)-신소재,직구입,PAINT,도장,도장,LG전자
T-905 신나 (LC용),직구입,PAINT,도장,도장,LG전자
T-905 신나 (개량)-신소재,직구입,PAINT,도장,도장,LG전자
DT-2020 희석제(속건)-신소재산업,직구입,PAINT,도장,도장,LG전자
UT678(A)-SILVER(MGM),직구입,PAINT,도장,도장,LG전자
TH0210(M),직구입,PAINT,도장,도장,LG전자
MR-Y46-1,직구입,PAINT,도장,도장,공용
MR-Y35-1,직구입,PAINT,도장,도장,공용
A440 9001,직구입,RESIN,사출,사출,LG
84747-2L000,직구입,CLIP,CLIP,조립,공용
84747-D9000,직구입,CLIP,CLIP,조립,공용
MBS64825801,직구입,FELT 외,FELT 외,조립,LG전자
MGJ66382201,직구입,FELT 외,FELT 외,조립,LG전자
MBS64906301,직구입,FELT 외,FELT 외,조립,LG전자
MGJ66821701,직구입,FELT 외,FELT 외,조립,LG전자
MBS65052701,직구입,FELT 외,FELT 외,조립,LG전자
KEP 1533GFU BK02,직구입,RESIN,사출,사출,인펙일렉스
CVLAH1843-00,직구입,FELT 외,FELT 외,조립,동아전기부품
MCR68187901,외주가공,후가공품,후가공품,조립,LG
MGC66380702,외주가공,후가공품,후가공품,조립,LG
PBT_XGP2156F,직구입,RESIN,사출,사출,LG전자
LYGP1000LU,직구입,RESIN,사출,사출,LG전자
SP1000MH,직구입,RESIN,사출,사출,LG전자
GP1000M KPA1,직구입,RESIN,사출,사출,LG전자
